s400,s500,s600,s700,s800,s900,s1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.028927099827,346.77142427848401,355.00921937978001,362.809264998549,370.22216394882798,377.29063474439499,384.050278108236
338.02986559485902,346.77236717453502,355.01017073576702,362.81020695189301,370.22311966774203,377.29159730597098,384.05120675188198
338.03077263886001,346.77327773366,355.011088785163,362.811115305719,370.22404070644399,377.29252438515698,384.05210065973603
338.03164928580401,346.77415706481003,355.01197469386199,362.81199125806501,370.22492832460603,377.29341728686899,384.05296112502702
338.032496554337,346.77500623896998,355.012829587206,362.81283596509297,370.22578373374802,377.294277273869,384.05378940447901
338.03331542898098,346.77582629033799,355.01365455090001,362.81365054094101,370.22660810368097,377.29510555687398,384.05458669680201
338.034106861255,346.77661821770101,355.01445063286297,362.81443606072702,370.22740255969597,377.29590330705099,384.05535416606801
338.03487177080302,346.777382985543,355.01521884412199,362.81519356055998,370.22816818816199,377.29667164769899,384.05609292334702
338.03561104644302,346.778121525318,355.01596016050098,362.8159240402,370.22890603427402,377.29741166504698,384.05680404691299
338.03632554721298,346.778834736497,355.01667552348698,362.81662846318898,370.22961710691698,377.29812440127603,384.05748856658101
338.03701610336202,346.77952348773999,355.01736584176598,362.81730775921102,370.23030237687999,377.29881086385097,384.058147481172
338.03768351731901,346.78018861788598,355.01803199207001,362.817962824321,370.23096278109898,377.29947201967599,384.05878174516602
338.03832856461997,346.78083093703299,355.01867482056502,362.81859452304201,370.23159922124898,377.30010880317701,384.05939228380601
338.03895199481599,346.781451227476,355.01929514367998,362.81920368866599,370.232212567452,377.30072211140902,384.05997998173001
338.03955453233499,346.782050244701,355.01989374936602,362.81979112512403,370.23280365718398,377.30131281106202,384.06054569603998
338.04013687733499,346.78262871826701,355.020471397893,362.82035760733902,370.23337329852097,377.30188173437801,384.06109024662499
338.04069970650499,346.78318735273001,355.02102882300301,362.82090388289703,370.23392226930798,377.30242968522799,384.06161442747901
338.041243673861,346.78372682846901,355.02156673267001,362.82143067244101,370.23445132000398,377.30295743571901,384.06211899846897
338.04176941150098,346.78424780254397,355.02208581015702,362.82193867116302,370.23496117306502,377.303465731465,384.06260469513802
338.04227753034098,346.78475090946699,355.022586714738,362.82242854922299,370.23545252544199,377.30395528877199,384.06307222171398
338.04276862082401,346.78523676200399,355.02307008267098,362.82290095309298,370.23592604814303,377.30442679922299,384.06352225960302
338.04324325360699,346.78570595189302,355.023536527879,362.82335650598901,370.23638238843102,377.30488092735601,384.063955461457
338.04370198022298,346.78615905059098,355.02398664284698,362.82379580907502,370.23682216952699,377.30531831464202,384.06437245854102
338.04414533372301,346.78659660994498,355.02442099926799,362.82421944190799,370.23724599254899,377.30573957758298,384.06477385569798
338.044573829294,346.78701916288901,355.02484014886699,362.82462796352598,370.237654436333,377.30614531117902,384.06516023774799
338.04498796486001,346.78742722406901,355.02524462400999,362.82502191288199,370.238048059145,377.30653608736299,384.06553216522099
338.045388221655,346.78782129048898,355.02563493846401,362.82540180983699,370.23842739859202,377.30691245803001,384.06589017991502
338.04577506479001,346.788201842104,355.02601158797597,362.82576815559003,370.238792973145,377.30727495376499,384.06623480129002
338.04614894378801,346.78856934241202,355.026375050968,362.82612143356903,370.23914528211998,377.30762408648599,384.06656653128999
338.04651029310702,346.78892423901198,355.02672578908403,362.82646210985899,370.23948480702802,377.30796034841399,384.066885851309
338.04685953264601,346.789266964158,355.02706424783202,362.82679063401298,370.23981201162098,377.308284214389,384.06719322637599
338.04719706823403,346.78959793527201,355.02739085709902,362.82710743946302,370.24012734308701,377.30859614104099,384.06748910259898
338.047523292096,346.78991755546798,355.02770603174503,362.82741294425699,370.24043123214398,377.30889656881698,384.06777391081403
338.04783858331803,346.79022621403101,355.028010172086,362.82770755146203,370.24072409410502,377.30918592132599,384.06804806442699
338.04814330827702,346.79052428689698,355.02830366443902,362.82799164983101,370.24100632900701,377.30946460711903,384.06831196259702
338.04843782107599,346.79081213710799,355.02858688158301,362.82826561419199,370.24127832255999,377.30973301916998,384.06856598842103
338.04872246395001,346.79109011525702,355.02886018325802,362.82852980605702,370.24154044630501,377.30999153644302,384.06881051171302
338.04899756766298,346.791358559912,355.029123916598,362.82878457399102,370.241793058459,377.31024052349102,384.06904588748301
338.04926345189801,346.79161779803098,355.02937841659701,362.82903025417397,370.24203650409697,377.310480331836,384.069272458358
338.04952042562201,346.791868145357,355.02962400650699,362.829267170751,370.24227111590397,377.310711299665,384.069490553317
338.04976878744901,346.79210990680599,355.029860998277,362.82949563634298,370.24249721437201,377.31093375304403,384.06970048980202
338.05000882598603,346.79234337683698,355.03008969292199,362.82971595238598,370.24271510847598,377.31114800570202,384.06990257266699
338.05024082016701,346.79256883980997,355.03031038092797,362.829928409594,370.242925095874,377.31135436009401,384.07009709602403
338.05046503957999,346.792786570332,355.03052334260599,362.83013328828298,370.24312746352098,377.31155310725399,384.07028434236798
338.050681744776,346.79299683359397,355.03072884845602,362.830330858796,370.24332248786999,377.31174452774098,384.07046458419501
338.05089118757797,346.79319988569,355.03092715950601,362.83052138180898,370.24351043542299,377.31192889153601,384.07063808328098
338.05109361136698,346.79339597393198,355.03111852764698,362.83070510872102,370.24369156293898,377.31210645888501,384.070805092098
338.05128925136802,346.79358533715202,355.03130319594999,362.83088228194498,370.24386611792801,377.31227748023798,384.07096585322103
338.05147833492498,346.79376820598901,355.03148139897797,362.83105313526301,370.24403433885402,377.312442197,384.07112060056897
338.05166108176002,346.79394480317302,355.03165336307899,362.831217894102,370.244196455588,377.31260084150398,384.07126955892198
338.05183770423503,346.794115343795,355.03181930668097,362.83137677586501,370.24435268960502,377.312753637676,384.07141294501201
338.05200840759301,346.79428003556899,355.03197944056001,362.831529990185,370.24450325439398,377.31290080104299,384.07155096713001
338.05217339019902,346.794439079087,355.032133968116,362.83167773922798,370.24464835564999,377.31304253932001,384.07168382608302
338.05233284377101,346.79459266805998,355.03228308562598,362.83182021793903,370.24478819164801,377.31317905243998,384.07181171488099
338.05248695360302,346.79474098955598,355.03242698249898,362.83195761432199,370.24492295342799,377.31331053308202,384.07193481957802
338.05263589877597,346.79488422422702,355.03256584150699,362.83209010965999,370.24505282513502,377.313437166715,384.07205331902298
338.05277985237399,346.79502254653102,355.032699839028,362.83221787878199,370.24517798419799,377.31355913206897,384.072167385603
338.05291898167701,346.795156124941,355.03282914526397,362.832341090272,370.24529860163699,377.313676601194,384.07227718504299
338.05305344836103,346.79528512215302,355.03295392445602,362.83245990670702,370.24541484224102,377.313789739882,384.07238287706599
338.053183408682,346.79540969528301,355.03307433509701,362.83257448486,370.24552686484299,377.31389870773597,384.07248461523801
338.05330901366199,346.79552999605897,355.033190530132,362.83268497591598,370.24563482248902,377.314003658545,384.07258254754697
338.05343040925902,346.79564617100499,355.03330265714902,362.832791525662,370.24573886269502,377.314104740365,384.07267681629202
338.05354773654301,346.79575836161899,355.03341085856903,362.83289427468998,370.24583912760198,377.314202095854,384.07276755859198
338.05366113185198,346.79586670454802,355.03351527183003,362.83299335857203,370.24593575421198,377.31429586235402,384.07285490630102
338.05377072696001,346.79597133175201,355.03361602955499,362.83308890804898,370.24602887454,377.31438617219698,384.07293898646702
338.05387664922,346.796072370665,355.033713259725,362.83318104919499,370.24611861582503,377.31447315278803,384.07301992126901
338.05397902172098,346.79616994435003,355.03380708584098,362.83326990358802,370.24620510067399,377.31455692688002,384.07309782842299
